position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
1,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",qfRkdI8G1Uw,2024-10-17T08:43:51Z,"2024-10-17 08:43:51","Ljutnja kao put u ljubav @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",Health,PT52S,52,2d,sd,false,hr,hr,,1,,,,1131,86,,0,20
2,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",N4ATqsSlcKA,2024-10-15T08:03:01Z,"2024-10-15 08:03:01","Suština rastvaranja uma - isječci lajva od 11.10.2024. @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",,PT9M57S,597,2d,sd,false,hr,hr,,,,,,1141,75,,0,4
3,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",wGY8jwHtZUQ,2024-10-13T18:17:56Z,"2024-10-13 18:17:56","Što je ljubav @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",Lifestyle_(sociology),PT6M36S,396,2d,sd,false,hr,hr,,,,,,917,111,,0,7
4,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",v_iY8VGz4mc,2024-10-11T20:25:18Z,"2024-10-11 20:25:18","Kako pronaći cjelovitost - Petkom u 21 s Bojanom Svalina - 11.10.2024.","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",,PT1H14M49S,889,2d,hd,false,hr,en-US,,1,,,,3135,217,,0,25
5,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",f8K0sxVuO_Q,2024-10-10T16:46:55Z,"2024-10-10 16:46:55","Sudbina, karma, dharma @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",Health,PT6M29S,389,2d,sd,false,hr,hr,,1,,,,1927,160,,0,11
6,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",BxDe9Fapldc,2024-10-09T09:02:09Z,"2024-10-09 09:02:09","Ljubav ne boli, ego boli @BojanaSvalina #love","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs","Health,Lifestyle_(sociology)",PT31S,31,2d,hd,false,hr,hr,,1,,,,863,110,,0,2
7,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",-GLIqgVCfbg,2024-10-08T08:06:38Z,"2024-10-08 08:06:38","Unutarnji (dis) BALANS @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",Health,PT1M26S,86,2d,sd,false,hr,hr,,1,,,,979,86,,0,4
8,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",iufne2SJRX0,2024-10-07T08:24:24Z,"2024-10-07 08:24:24","Zašto prolongirati užitak življenja nije mudro @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",Health,PT39S,39,2d,sd,false,hr,hr,,1,,,,903,69,,0,1
9,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",nAxJZQX3j4o,2024-10-05T08:37:52Z,"2024-10-05 08:37:52","Lakoća življenja @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",Health,PT59S,59,2d,sd,false,hr,hr,,1,,,,917,79,,0,2
10,UC10uUjP7bxR05FsAi94Axfw,"Bojana Svalina",NLXrtCJouzg,2024-10-03T16:13:21Z,"2024-10-03 16:13:21","Ljubav prema sebi @BojanaSvalina","Za više informacija o meni posjetite WEB STRANICU: https://putpremasebi.hr/ gdje možete pronaći i pregršt zanimljivih tekstova iz područja duhovnosti. Možete me pratiti na idućim društvenim mrežama: Facebook profil: https://www.facebook.com/bojana.svalina Facebook stranica: https://www.facebook.com/putpremasebi Instagram: https://www.instagram.com/bojanasvalina/ Web stranica: https://putpremasebi.hr/ Tik tok: https://www.tiktok.com/@bojanasvalina Individualno savjetovanje možete dogovoriti putem e-maila: putpremasebi@gmail.com Proces kidanja veza po metodi Phyllys Kristall također možete nabaviti po više nego popularnoj cijeni u web shopu: https://putpremasebi.hr/proizvod/meditacija-kidanje-veza/ Izjava o odricanju od odgovornosti: Bojana Svalina nije licencirani liječnik, osteopat, kiropraktičar, nutricionist, farmaceut, psiholog ili bilo koji drugi licencirani zdravstveni profesionalac. Savjetničke i intuitivne usluge od strane Bojane Svalina ne bi trebale zamijeniti profesionalne usluge licenciranih stručnjaka. Ako vam je potrebna pomoć u ranije spomenutom, potražite pomoć od licenciranog profesionalca u tom polju koji će vam pomoći. Sadržaj na Youtube kanalu, komunikacija i/ili konzultacija s Bojanom Svalina imaju edukativnu i duhovnu svrhu.",,22,"People & Blogs",Lifestyle_(sociology),PT2M39S,159,2d,sd,false,hr,hr,,1,,,,1411,159,,0,12
