position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
1,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",L0E7rGNMwVk,2024-10-08T22:27:21Z,"2024-10-08 22:27:21","Zagrli sve dijelove Sebe * i povrijeđene i nevoljene * baš sve svoje dijelove 💕","#duhovnirast #duhovnost #emocije #ljubav #ljubavpremasebi #pozitivnaenergija Prijave i informacije na mail : putusredistesebe@gmail.com ili u inbox mog fb profila Ivana Shanti ""PRETVORI SVOJU SENZITIVNOST U SVOJU SUPER MOĆ"" - Program za empate i visokosenzitivne osobe Počinje 10.10. i traje puna dva mjeseca, do 10.112., ima ukupno 8 modula. 1. modul : Mindfulness i praktične vježbe za uzemljenje, kako biti prisutan u SADA i u svom tijelu 2. modul : Stres - koji su okidači za stres, šta nas najviše izbacuje iz ravnoteže i kako sebi možemo pomoći u tim trenucima 3. modul : Burnout - kako ga spriječiti i (iz) liječiti, kako preduhitriti preplavljivanje informacijama ili energijama 4. modul : Kako sebe bezuvjetno zavoljeti i prihvatiti, te kako prestat sebe kritizirati te svog ""unutrašnjeg neprijatelja"" pretvoriti u ""unutrašnjeg prijatelja"" 5. modul : Odnosi - zdravi odnosi, postavljanje zdravih granica, kako se zaštititi od ""uzimanja"" naše energije 6. modul : Posao - pristup poslu koji empate imaju, strategije i ciljevi, te kako iskoristiti svoje darove i intuiciju u poslu 7. modul : Izlazak iz zone komfora i javni nastup tj.angažman pred većom grupom ljudi (uz podršku grupe) 8. modul - Q&A - pitanja i odgovori, te praktični savjeti za dalje.... Ako se osjećaš zaglavljeno na nekom područiu života, ili ti se ne ostvaruje željena promjena, Ako ti se nakuplja stres ili negativne emocije i teško “izlaziš na kraj” s njima, i ne znaš kako da ih transformiraš, Ako te limitiraju podsvjesna uvjerenja i kreiraju ti život koji ne želiš, Ako biraš živjeti radost i lakoću, Ako želiš naučiti voljeti sebe i prihvatiti baš takvu kakva jesi i glas unutarnjeg kritičara pretvoriti u glas unutarnjeg prijatelja, I ako želiš potpuno novu energiju unijeti u život i ostvariti željene promjene, onda je ovaj Online tečaj za tebe. Tečaj se odvija u jednoj zatvorenoj fb grupi gdje ćete moći uz moju podršku i mentorstvo dobiti odgovore na sva pitanja, i sve što vas muči, brine ili ne znate kako da riješite. Bit će također i mnogo energetskih, transformativnih procesa kao i vođenih meditacija koje na prirodan način uče kako otpustiti energetske blokade i kako se otvoriti primanju i svemu onome što zaslužujemo. Uvijek se u ovakvim grupama kreira fenomenalno polje podrške gdje nitko nikoga ne osuđuje i ne prosuđuje, nego prihvaća i podržava, a u tom prostoru zaista sve postaje moguće. Program započinje 10.10 i traje sve do 10.12. 2024. Odvija se unutar zatvorene, privatne Facebook grupe, u kojoj ću se javljati uživo dva puta tjedno u večernjim terminima. I bit će i više nego dovoljno vremena da se sve naučeno znanje integrira i primjeni uz podršku grupe. Ako vas vaša Duša poziva na ovo, slobodno nam se pridružite na ovom čarobnom putovanju otkrivanja Nove sebe Ivana Bezina - Shanti Coach za empate i visokosenzibilne osobe, Holistički terapeut body-worka, Transformational coach, Regresoterapeut i praktičar Brainspotting- psihoterapijske terapije za rad na traumama i transformaciji emocija Prijave i sve informacije možete dobi ti na mail : putusredistesebe@gmail.com ili u inbox mog fb profila Ivana Shanti",,26,"Howto & Style",Lifestyle_(sociology),PT10M41S,641,2d,hd,false,,,https://i.ytimg.com/vi/L0E7rGNMwVk/maxresdefault.jpg,,,,,1009,106,,0,17
2,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",9rBhogGmVwo,2024-10-04T21:36:23Z,"2024-10-04 21:36:23","Sa čim se suočava jedna empata * izazovi * teškoće *","#duhovnirast #emocije #duhovnost #izazovi #lifecoach #pozitivnaenergija Prijave i informacije na mail : putusredistesebe@gmail.com ili u inbox mog fb profila Ivana Shanti ""PRETVORI SVOJU SENZITIVNOST U SVOJU SUPER MOĆ"" - Program za empate i visokosenzitivne osobe Počinje 10.10. i traje puna dva mjeseca, do 10.112., ima ukupno 8 modula. 1. modul : Mindfulness i praktične vježbe za uzemljenje, kako biti prisutan u SADA i u svom tijelu 2. modul : Stres - koji su okidači za stres, šta nas najviše izbacuje iz ravnoteže i kako sebi možemo pomoći u tim trenucima 3. modul : Burnout - kako ga spriječiti i (iz) liječiti, kako preduhitriti preplavljivanje informacijama ili energijama 4. modul : Kako sebe bezuvjetno zavoljeti i prihvatiti, te kako prestat sebe kritizirati te svog ""unutrašnjeg neprijatelja"" pretvoriti u ""unutrašnjeg prijatelja"" 5. modul : Odnosi - zdravi odnosi, postavljanje zdravih granica, kako se zaštititi od ""uzimanja"" naše energije 6. modul : Posao - pristup poslu koji empate imaju, strategije i ciljevi, te kako iskoristiti svoje darove i intuiciju u poslu 7. modul : Izlazak iz zone komfora i javni nastup tj.angažman pred većom grupom ljudi (uz podršku grupe) 8. modul - Q&A - pitanja i odgovori, te praktični savjeti za dalje.... Ako se osjećaš zaglavljeno na nekom područiu života, ili ti se ne ostvaruje željena promjena, Ako ti se nakuplja stres ili negativne emocije i teško “izlaziš na kraj” s njima, i ne znaš kako da ih transformiraš, Ako te limitiraju podsvjesna uvjerenja i kreiraju ti život koji ne želiš, Ako biraš živjeti radost i lakoću, Ako želiš naučiti voljeti sebe i prihvatiti baš takvu kakva jesi i glas unutarnjeg kritičara pretvoriti u glas unutarnjeg prijatelja, I ako želiš potpuno novu energiju unijeti u život i ostvariti željene promjene, onda je ovaj Online tečaj za tebe. Tečaj se odvija u jednoj zatvorenoj fb grupi gdje ćete moći uz moju podršku i mentorstvo dobiti odgovore na sva pitanja, i sve što vas muči, brine ili ne znate kako da riješite. Bit će također i mnogo energetskih, transformativnih procesa kao i vođenih meditacija koje na prirodan način uče kako otpustiti energetske blokade i kako se otvoriti primanju i svemu onome što zaslužujemo. Uvijek se u ovakvim grupama kreira fenomenalno polje podrške gdje nitko nikoga ne osuđuje i ne prosuđuje, nego prihvaća i podržava, a u tom prostoru zaista sve postaje moguće. Program započinje 10.10 i traje sve do 10.12. 2024. Odvija se unutar zatvorene, privatne Facebook grupe, u kojoj ću se javljati uživo dva puta tjedno u večernjim terminima. I bit će i više nego dovoljno vremena da se sve naučeno znanje integrira i primjeni uz podršku grupe. Ako vas vaša Duša poziva na ovo, slobodno nam se pridružite na ovom čarobnom putovanju otkrivanja Nove sebe Ivana Bezina - Shanti Coach za empate i visokosenzibilne osobe, Holistički terapeut body-worka, Transformational coach, Regresoterapeut i praktičar Brainspotting- psihoterapijske terapije za rad na traumama i transformaciji emocija",,26,"Howto & Style",Lifestyle_(sociology),PT20M3S,1203,2d,hd,false,,,https://i.ytimg.com/vi/9rBhogGmVwo/maxresdefault.jpg,,,,,891,68,,0,8
3,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",lFZlMuDANNc,2024-10-01T16:49:55Z,"2024-10-01 16:49:55","Prepoznajte da li ste empata ili visoko senzibilna osoba ?","Prijave i sve informacije možete dobi ti na mail : putusredistesebe@gmail.com ili u inbox mog fb profila Ivana Shanti ""PRETVORI SVOJU SENZITIVNOST U SVOJU SUPER MOĆ"" - Program za empate i visokosenzitivne osobe Počinje 10.10. i traje puna dva mjeseca, do 10.112., ima ukupno 8 modula. 1. modul : Mindfulness i praktične vježbe za uzemljenje, kako biti prisutan u SADA i u svom tijelu 2. modul : Stres - koji su okidači za stres, šta nas najviše izbacuje iz ravnoteže i kako sebi možemo pomoći u tim trenucima 3. modul : Burnout - kako ga spriječiti i (iz) liječiti, kako preduhitriti preplavljivanje informacijama ili energijama 4. modul : Kako sebe bezuvjetno zavoljeti i prihvatiti, te kako prestat sebe kritizirati te svog ""unutrašnjeg neprijatelja"" pretvoriti u ""unutrašnjeg prijatelja"" 5. modul : Odnosi - zdravi odnosi, postavljanje zdravih granica, kako se zaštititi od ""uzimanja"" naše energije 6. modul : Posao - pristup poslu koji empate imaju, strategije i ciljevi, te kako iskoristiti svoje darove i intuiciju u poslu 7. modul : Izlazak iz zone komfora i javni nastup tj.angažman pred većom grupom ljudi (uz podršku grupe) 8. modul - Q&A - pitanja i odgovori, te praktični savjeti za dalje.... Ako se osjećaš zaglavljeno na nekom područiu života, ili ti se ne ostvaruje željena promjena, Ako ti se nakuplja stres ili negativne emocije i teško “izlaziš na kraj” s njima, i ne znaš kako da ih transformiraš, Ako te limitiraju podsvjesna uvjerenja i kreiraju ti život koji ne želiš, Ako biraš živjeti radost i lakoću, Ako želiš naučiti voljeti sebe i prihvatiti baš takvu kakva jesi i glas unutarnjeg kritičara pretvoriti u glas unutarnjeg prijatelja, I ako želiš potpuno novu energiju unijeti u život i ostvariti željene promjene, onda je ovaj Online tečaj za tebe. Tečaj se odvija u jednoj zatvorenoj fb grupi gdje ćete moći uz moju podršku i mentorstvo dobiti odgovore na sva pitanja, i sve što vas muči, brine ili ne znate kako da riješite. Bit će također i mnogo energetskih, transformativnih procesa kao i vođenih meditacija koje na prirodan način uče kako otpustiti energetske blokade i kako se otvoriti primanju i svemu onome što zaslužujemo. Uvijek se u ovakvim grupama kreira fenomenalno polje podrške gdje nitko nikoga ne osuđuje i ne prosuđuje, nego prihvaća i podržava, a u tom prostoru zaista sve postaje moguće. Program započinje 10.10 i traje sve do 10.12. 2024. Odvija se unutar zatvorene, privatne Facebook grupe, u kojoj ću se javljati uživo dva puta tjedno u večernjim terminima. I bit će i više nego dovoljno vremena da se sve naučeno znanje integrira i primjeni uz podršku grupe. Ako vas vaša Duša poziva na ovo, slobodno nam se pridružite na ovom čarobnom putovanju otkrivanja Nove sebe Ivana Bezina - Shanti Coach za empate i visokosenzibilne osobe, Holistički terapeut body-worka, Transformational coach, Regresoterapeut i praktičar Brainspotting- psihoterapijske terapije za rad na traumama i transformaciji emocija",,26,"Howto & Style",Lifestyle_(sociology),PT33M48S,2028,2d,hd,false,,,,,,,,1053,87,,0,13
4,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",AfN_a2IquL8,2024-09-21T12:15:46Z,"2024-09-21 12:15:46","Pretvori senzitivnost u svoju super moć💫 moja priča 💫","#duhovnirast #duhovnost #emocije #radnasebi #empath Prijave i informacije možete dobi ti na mail : putusredistesebe@gmail.com ili u inbox mog fb profila Ivana Shanti ""PRETVORI SVOJU SENZITIVNOST U SVOJU SUPER MOĆ"" - Program za empate i visokosenzitivne osobe Počinje 10.10. i traje puna dva mjeseca, do 10.12., ima ukupno 8 modula. 1. modul : Mindfulness i praktične vježbe za uzemljenje, kako biti prisutan u SADA i u svom tijelu 2. modul : Stres - koji su okidači za stres, šta nas najviše izbacuje iz ravnoteže i kako sebi možemo pomoći u tim trenucima 3. modul : Burnout - kako ga spriječiti i (iz) liječiti, kako preduhitriti preplavljivanje informacijama ili energijama 4. modul : Kako sebe bezuvjetno zavoljeti i prihvatiti, te kako prestat sebe kritizirati te svog ""unutrašnjeg neprijatelja"" pretvoriti u ""unutrašnjeg prijatelja"" 5. modul : Odnosi - zdravi odnosi, postavljanje zdravih granica, kako se zaštititi od ""uzimanja"" naše energije 6. modul : Posao - pristup poslu koji empate imaju, strategije i ciljevi, te kako iskoristiti svoje darove i intuiciju u poslu 7. modul : Izlazak iz zone komfora i javni nastup tj.angažman pred većom grupom ljudi (uz podršku grupe) 8. modul - Q&A - pitanja i odgovori, te praktični savjeti za dalje.... Ako se osjećaš zaglavljeno na nekom područiu života, ili ti se ne ostvaruje željena promjena, Ako ti se nakuplja stres ili negativne emocije i teško “izlaziš na kraj” s njima, i ne znaš kako da ih transformiraš, Ako te limitiraju podsvjesna uvjerenja i kreiraju ti život koji ne želiš, Ako biraš živjeti radost i lakoću, Ako želiš naučiti voljeti sebe i prihvatiti baš takvu kakva jesi i glas unutarnjeg kritičara pretvoriti u glas unutarnjeg prijatelja, I ako želiš potpuno novu energiju unijeti u život i ostvariti željene promjene, onda je ovaj Online tečaj za tebe. Tečaj se odvija u jednoj zatvorenoj fb grupi gdje ćete moći uz moju podršku i mentorstvo dobiti odgovore na sva pitanja, i sve što vas muči, brine ili ne znate kako da riješite. Bit će također i mnogo energetskih, transformativnih procesa kao i vođenih meditacija koje na prirodan način uče kako otpustiti energetske blokade i kako se otvoriti primanju i svemu onome što zaslužujemo. Uvijek se u ovakvim grupama kreira fenomenalno polje podrške gdje nitko nikoga ne osuđuje i ne prosuđuje, nego prihvaća i podržava, a u tom prostoru zaista sve postaje moguće. Program započinje 10.10 i traje sve do 10.12. 2024. Odvija se unutar zatvorene, privatne Facebook grupe, u kojoj ću se javljati uživo dva puta tjedno u večernjim terminima. I bit će i više nego dovoljno vremena da se sve naučeno znanje integrira i primjeni uz podršku grupe. Ako vas vaša Duša poziva na ovo, slobodno nam se pridružite na ovom čarobnom putovanju otkrivanja Nove sebe Ivana Bezina - Shanti Coach za empate i visokosenzibilne osobe, Holistički terapeut body-worka, Transformational coach, Regresoterapeut i praktičar Brainspotting- psihoterapijske terapije za rad na traumama i transformaciji emocija",,26,"Howto & Style",Lifestyle_(sociology),PT39M59S,2399,2d,hd,false,,,,,,,,1446,129,,0,16
5,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",xzxX_sVqzhs,2024-08-26T12:49:33Z,"2024-08-26 12:49:33","Meditacija - Sve je tu ✨ sve za čime čezneš ✨ sve što tražiš ✨✨✨","#duhovnirast #duhovnost #emocije #meditacija #mindfulness",,26,"Howto & Style",Lifestyle_(sociology),PT11M13S,673,2d,hd,false,,,https://i.ytimg.com/vi/xzxX_sVqzhs/maxresdefault.jpg,,,,,2122,108,,0,14
6,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",PvQleVtByjs,2024-08-14T16:12:47Z,"2024-08-14 16:12:47","Dobivanje odgovora od najmudrijeg dijela nas ✨ susret sa svojom Budućom Ja ✨","#duhovnost #emocije #energije #mudrost #duhovnirast Individualni rad sa mnom 1 na 1, možete dogovoriti na mail: putusredistesebe@gmail.com Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT23M7S,1387,2d,hd,false,,,https://i.ytimg.com/vi/PvQleVtByjs/maxresdefault.jpg,,,,,2027,159,,0,11
7,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",KdmJ9Wip2nQ,2024-08-08T12:55:39Z,"2024-08-08 12:55:39","Poklon video ✨ transmisija energije ✨ poruke iz Božanskog Izvora ✨✨✨","#duhovnost #emocije #energije #duhovnirast #motivacija Individualni rad sa mnom 1 na 1, možete dogovoriti na mail: putusredistesebe@gmail.com Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT11M59S,719,2d,hd,false,,,,,,,,1528,157,,0,27
8,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",VrQtkaNEduk,2024-08-06T14:08:45Z,"2024-08-06 14:08:45","Ajde da se malo družimo 🥰","#energije #duhovnost #emocije #motivacija Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT14M53S,893,2d,hd,false,,,https://i.ytimg.com/vi/VrQtkaNEduk/maxresdefault.jpg,,,,,984,118,,0,32
9,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",b-5496erETU,2024-06-21T04:21:32Z,"2024-06-21 04:21:32","Zašto mi se ovo dešava ? Zašto toliko traje ?","#duhovnost #emocije #energije #duhovnirast Individualni rad sa mnom 1 na 1, možete dogovoriti na mail: putusredistesebe@gmail.com Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT19M50S,1190,2d,hd,false,,,https://i.ytimg.com/vi/b-5496erETU/maxresdefault.jpg,,,,,1909,171,,0,23
10,UC0zzMLbchViWv1dRZGYzfnA,"Put u središte sebe",YJFf45C-PO8,2024-06-15T11:55:29Z,"2024-06-15 11:55:29","Vratite sebi svoju osobnu moć 💫 slušajte svoju unutrašnju mudrost 💫","#duhovnost #emocije #energije #snaga #motivacija #izazovi Individualni rad sa mnom 1 na 1, možete dogovoriti na mail: putusredistesebe@gmail.com Možete mi se pridružiti na društvenim mrežama: Facebook grupa: https://www.facebook.com/groups/463315740501517 Instagram profil: https://www.instagram.com/putusredistesebe/",,26,"Howto & Style",Lifestyle_(sociology),PT22M43S,1363,2d,hd,false,,,https://i.ytimg.com/vi/YJFf45C-PO8/maxresdefault.jpg,,,,,2287,208,,0,27
